2
34 34
-0.714042 -0.769213 0.083333 0.500000 1.000000
-0.789375 -0.631428 0.108586 0.500000 1.000000
-0.821247 -0.522292 0.133838 0.500000 1.000000
-0.823095 -0.439932 0.159091 0.500000 1.000000
-0.804117 -0.379536 0.184343 0.500000 1.000000
-0.770393 -0.336196 0.209596 0.500000 1.000000
-0.725953 -0.305756 0.234848 0.500000 1.000000
-0.673518 -0.284919 0.260101 0.500000 1.000000
-0.614972 -0.271134 0.285354 0.500000 1.000000
-0.551668 -0.262444 0.310606 0.500000 1.000000
-0.484606 -0.257350 0.335859 0.500000 1.000000
-0.414563 -0.254705 0.361111 0.500000 1.000000
-0.342162 -0.253637 0.386364 0.500000 1.000000
-0.267931 -0.253484 0.411616 0.500000 1.000000
-0.192328 -0.253763 0.436869 0.500000 1.000000
-0.115772 -0.254130 0.462121 0.500000 1.000000
-0.038653 -0.254366 0.487374 0.500000 1.000000
0.038653 -0.254366 0.512626 0.500000 1.000000
0.115772 -0.254130 0.537879 0.500000 1.000000
0.192328 -0.253763 0.563131 0.500000 1.000000
0.267931 -0.253484 0.588384 0.500000 1.000000
0.342162 -0.253637 0.613636 0.500000 1.000000
0.414563 -0.254705 0.638889 0.500000 1.000000
0.484606 -0.257350 0.664141 0.500000 1.000000
0.551668 -0.262444 0.689394 0.500000 1.000000
0.614972 -0.271134 0.714646 0.500000 1.000000
0.673518 -0.284919 0.739899 0.500000 1.000000
0.725953 -0.305756 0.765152 0.500000 1.000000
0.770393 -0.336196 0.790404 0.500000 1.000000
0.804117 -0.379536 0.815657 0.500000 1.000000
0.823095 -0.439932 0.840909 0.500000 1.000000
0.821247 -0.522292 0.866162 0.500000 1.000000
0.789375 -0.631428 0.891414 0.500000 1.000000
0.714042 -0.769213 0.916667 0.500000 1.000000
-0.685990 -0.796129 0.083333 0.492424 1.000000
-0.763664 -0.663405 0.108586 0.492424 1.000000
-0.798880 -0.556167 0.133838 0.492424 1.000000
-0.804092 -0.473862 0.159091 0.492424 1.000000
-0.788140 -0.412588 0.184343 0.492424 1.000000
-0.757021 -0.367967 0.209596 0.492424 1.000000
-0.714786 -0.336131 0.234848 0.492424 1.000000
-0.664209 -0.313934 0.260101 0.492424 1.000000
-0.607237 -0.298895 0.285354 0.492424 1.000000
-0.545274 -0.289090 0.310606 0.492424 1.000000
-0.479371 -0.283033 0.335859 0.492424 1.000000
-0.410342 -0.279576 0.361111 0.492424 1.000000
-0.338844 -0.277843 0.386364 0.492424 1.000000
-0.265431 -0.277168 0.411616 0.492424 1.000000
-0.190584 -0.277060 0.436869 0.492424 1.000000
-0.114742 -0.277172 0.462121 0.492424 1.000000
-0.038312 -0.277282 0.487374 0.492424 1.000000
0.038312 -0.277282 0.512626 0.492424 1.000000
0.114742 -0.277172 0.537879 0.492424 1.000000
0.190584 -0.277060 0.563131 0.492424 1.000000
0.265431 -0.277168 0.588384 0.492424 1.000000
0.338844 -0.277843 0.613636 0.492424 1.000000
0.410342 -0.279576 0.638889 0.492424 1.000000
0.479371 -0.283033 0.664141 0.492424 1.000000
0.545274 -0.289090 0.689394 0.492424 1.000000
0.607237 -0.298895 0.714646 0.492424 1.000000
0.664209 -0.313934 0.739899 0.492424 1.000000
0.714786 -0.336131 0.765152 0.492424 1.000000
0.757021 -0.367967 0.790404 0.492424 1.000000
0.788140 -0.412588 0.815657 0.492424 1.000000
0.804092 -0.473862 0.840909 0.492424 1.000000
0.798880 -0.556167 0.866162 0.492424 1.000000
0.763664 -0.663405 0.891414 0.492424 1.000000
0.685990 -0.796129 0.916667 0.492424 1.000000
-0.657892 -0.821017 0.083333 0.484848 1.000000
-0.737389 -0.693679 0.108586 0.484848 1.000000
-0.775631 -0.588755 0.133838 0.484848 1.000000
-0.784048 -0.506862 0.159091 0.484848 1.000000
-0.771071 -0.444975 0.184343 0.484848 1.000000
-0.742570 -0.399258 0.209596 0.484848 1.000000
-0.702592 -0.366151 0.234848 0.484848 1.000000
-0.653950 -0.342671 0.260101 0.484848 1.000000
-0.598639 -0.326428 0.285354 0.484848 1.000000
-0.538115 -0.315537 0.310606 0.484848 1.000000
-0.473470 -0.308532 0.335859 0.484848 1.000000
-0.405557 -0.304270 0.361111 0.484848 1.000000
-0.335064 -0.301874 0.386364 0.484848 1.000000
-0.262571 -0.300676 0.411616 0.484848 1.000000
-0.188583 -0.300180 0.436869 0.484848 1.000000
-0.113558 -0.300035 0.462121 0.484848 1.000000
-0.037920 -0.300017 0.487374 0.484848 1.000000
0.037920 -0.300017 0.512626 0.484848 1.000000
0.113558 -0.300035 0.537879 0.484848 1.000000
0.188583 -0.300180 0.563131 0.484848 1.000000
0.262571 -0.300676 0.588384 0.484848 1.000000
0.335064 -0.301874 0.613636 0.484848 1.000000
0.405557 -0.304270 0.638889 0.484848 1.000000
0.473470 -0.308532 0.664141 0.484848 1.000000
0.538115 -0.315537 0.689394 0.484848 1.000000
0.598639 -0.326428 0.714646 0.484848 1.000000
0.653950 -0.342671 0.739899 0.484848 1.000000
0.702592 -0.366151 0.765152 0.484848 1.000000
0.742570 -0.399258 0.790404 0.484848 1.000000
0.771071 -0.444975 0.815657 0.484848 1.000000
0.784048 -0.506862 0.840909 0.484848 1.000000
0.775631 -0.588755 0.866162 0.484848 1.000000
0.737389 -0.693679 0.891414 0.484848 1.000000
0.657892 -0.821017 0.916667 0.484848 1.000000
-0.629858 -0.843900 0.083333 0.477273 1.000000
-0.710670 -0.722208 0.108586 0.477273 1.000000
-0.751602 -0.619979 0.133838 0.477273 1.000000
-0.763046 -0.538848 0.159091 0.477273 1.000000
-0.752973 -0.476620 0.184343 0.477273 1.000000
-0.727089 -0.430003 0.209596 0.477273 1.000000
-0.689409 -0.395758 0.234848 0.477273 1.000000
-0.642768 -0.371087 0.260101 0.477273 1.000000
-0.589201 -0.353696 0.285354 0.477273 1.000000
-0.530205 -0.341756 0.310606 0.477273 1.000000
-0.466915 -0.333823 0.335859 0.477273 1.000000
-0.400216 -0.328768 0.361111 0.477273 1.000000
-0.330829 -0.325715 0.386364 0.477273 1.000000
-0.259358 -0.323995 0.411616 0.477273 1.000000
-0.186330 -0.323111 0.436869 0.477273 1.000000
-0.112222 -0.322709 0.462121 0.477273 1.000000
-0.037477 -0.322563 0.487374 0.477273 1.000000
0.037477 -0.322563 0.512626 0.477273 1.000000
0.112222 -0.322709 0.537879 0.477273 1.000000
0.186330 -0.323111 0.563131 0.477273 1.000000
0.259358 -0.323995 0.588384 0.477273 1.000000
0.330829 -0.325715 0.613636 0.477273 1.000000
0.400216 -0.328768 0.638889 0.477273 1.000000
0.466915 -0.333823 0.664141 0.477273 1.000000
0.530205 -0.341756 0.689394 0.477273 1.000000
0.589201 -0.353696 0.714646 0.477273 1.000000
0.642768 -0.371087 0.739899 0.477273 1.000000
0.689409 -0.395758 0.765152 0.477273 1.000000
0.727089 -0.430003 0.790404 0.477273 1.000000
0.752973 -0.476620 0.815657 0.477273 1.000000
0.763046 -0.538848 0.840909 0.477273 1.000000
0.751602 -0.619979 0.866162 0.477273 1.000000
0.710670 -0.722208 0.891414 0.477273 1.000000
0.629858 -0.843900 0.916667 0.477273 1.000000
-0.601981 -0.864812 0.083333 0.469697 1.000000
-0.683614 -0.748960 0.108586 0.469697 1.000000
-0.726892 -0.649774 0.133838 0.469697 1.000000
-0.741166 -0.569744 0.159091 0.469697 1.000000
-0.733908 -0.507451 0.184343 0.469697 1.000000
-0.710626 -0.460139 0.209596 0.469697 1.000000
-0.675273 -0.424901 0.234848 0.469697 1.000000
-0.630690 -0.399137 0.260101 0.469697 1.000000
-0.578941 -0.380665 0.285354 0.469697 1.000000
-0.521560 -0.367718 0.310606 0.469697 1.000000
-0.459716 -0.358884 0.335859 0.469697 1.000000
-0.394328 -0.353051 0.361111 0.469697 1.000000
-0.326144 -0.349349 0.386364 0.469697 1.000000
-0.255793 -0.347113 0.411616 0.469697 1.000000
-0.183825 -0.345842 0.436869 0.469697 1.000000
-0.110735 -0.345184 0.462121 0.469697 1.000000
-0.036984 -0.344910 0.487374 0.469697 1.000000
0.036984 -0.344910 0.512626 0.469697 1.000000
0.110735 -0.345184 0.537879 0.469697 1.000000
0.183825 -0.345842 0.563131 0.469697 1.000000
0.255793 -0.347113 0.588384 0.469697 1.000000
