2
34 34
-0.770953 0.573237 0.083333 0.500000 1.000000
-0.756905 0.495089 0.108586 0.500000 1.000000
-0.736149 0.411607 0.133838 0.500000 1.000000
-0.709256 0.327597 0.159091 0.500000 1.000000
-0.676796 0.245607 0.184343 0.500000 1.000000
-0.639336 0.167191 0.209596 0.500000 1.000000
-0.597424 0.093376 0.234848 0.500000 1.000000
-0.551577 0.024877 0.260101 0.500000 1.000000
-0.502273 -0.037788 0.285354 0.500000 1.000000
-0.449958 -0.094229 0.310606 0.500000 1.000000
-0.395045 -0.144151 0.335859 0.500000 1.000000
-0.337921 -0.187320 0.361111 0.500000 1.000000
-0.278954 -0.223553 0.386364 0.500000 1.000000
-0.218494 -0.252705 0.411616 0.500000 1.000000
-0.156884 -0.274664 0.436869 0.500000 1.000000
-0.094456 -0.289348 0.462121 0.500000 1.000000
-0.031540 -0.296704 0.487374 0.500000 1.000000
0.031540 -0.296704 0.512626 0.500000 1.000000
0.094456 -0.289348 0.537879 0.500000 1.000000
0.156884 -0.274664 0.563131 0.500000 1.000000
0.218494 -0.252705 0.588384 0.500000 1.000000
0.278954 -0.223553 0.613636 0.500000 1.000000
0.337921 -0.187320 0.638889 0.500000 1.000000
0.395045 -0.144151 0.664141 0.500000 1.000000
0.449958 -0.094229 0.689394 0.500000 1.000000
0.502273 -0.037788 0.714646 0.500000 1.000000
0.551577 0.024877 0.739899 0.500000 1.000000
0.597424 0.093376 0.765152 0.500000 1.000000
0.639336 0.167191 0.790404 0.500000 1.000000
0.676796 0.245607 0.815657 0.500000 1.000000
0.709256 0.327597 0.840909 0.500000 1.000000
0.736149 0.411607 0.866162 0.500000 1.000000
0.756905 0.495089 0.891414 0.500000 1.000000
0.770953 0.573237 0.916667 0.500000 1.000000
-0.757296 0.439374 0.083333 0.492424 1.000000
-0.745342 0.392432 0.108586 0.492424 1.000000
-0.725932 0.328823 0.133838 0.492424 1.000000
-0.700107 0.258564 0.159091 0.492424 1.000000
-0.668589 0.186610 0.184343 0.492424 1.000000
-0.632001 0.115781 0.209596 0.492424 1.000000
-0.590907 0.047841 0.234848 0.492424 1.000000
-0.545831 -0.016034 0.260101 0.492424 1.000000
-0.497256 -0.075022 0.285354 0.492424 1.000000
-0.445631 -0.128526 0.310606 0.492424 1.000000
-0.391371 -0.176101 0.335859 0.492424 1.000000
-0.334868 -0.217408 0.361111 0.492424 1.000000
-0.276493 -0.252184 0.386364 0.492424 1.000000
-0.216604 -0.280230 0.411616 0.492424 1.000000
-0.155547 -0.301391 0.436869 0.492424 1.000000
-0.093659 -0.315558 0.462121 0.492424 1.000000
-0.031275 -0.322659 0.487374 0.492424 1.000000
0.031275 -0.322659 0.512626 0.492424 1.000000
0.093659 -0.315558 0.537879 0.492424 1.000000
0.155547 -0.301391 0.563131 0.492424 1.000000
0.216604 -0.280230 0.588384 0.492424 1.000000
0.276493 -0.252184 0.613636 0.492424 1.000000
0.334868 -0.217408 0.638889 0.492424 1.000000
0.391371 -0.176101 0.664141 0.492424 1.000000
0.445631 -0.128526 0.689394 0.492424 1.000000
0.497256 -0.075022 0.714646 0.492424 1.000000
0.545831 -0.016034 0.739899 0.492424 1.000000
0.590907 0.047841 0.765152 0.492424 1.000000
0.632001 0.115781 0.790404 0.492424 1.000000
0.668589 0.186610 0.815657 0.492424 1.000000
0.700107 0.258564 0.840909 0.492424 1.000000
0.725932 0.328823 0.866162 0.492424 1.000000
0.745342 0.392432 0.891414 0.492424 1.000000
0.757296 0.439374 0.916667 0.492424 1.000000
-0.739811 0.307935 0.083333 0.484848 1.000000
-0.731301 0.290705 0.108586 0.484848 1.000000
-0.713918 0.246453 0.133838 0.484848 1.000000
-0.689550 0.189759 0.159091 0.484848 1.000000
-0.659223 0.127787 0.184343 0.484848 1.000000
-0.623676 0.064553 0.209596 0.484848 1.000000
-0.583530 0.002526 0.234848 0.484848 1.000000
-0.539333 -0.056673 0.260101 0.484848 1.000000
-0.491580 -0.111927 0.285354 0.484848 1.000000
-0.440729 -0.162437 0.310606 0.484848 1.000000
-0.387202 -0.207611 0.335859 0.484848 1.000000
-0.331398 -0.247007 0.361111 0.484848 1.000000
-0.273693 -0.280286 0.386364 0.484848 1.000000
