1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318872.9753, 1, 
3, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318872.9952, 1, 
5, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.0151, 1, 
7, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.0294, 1, 
9, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.0494, 1, 
11, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.0694, 1, 
13, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.0894, 1, 
15, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.1094, 1, 
17, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.1294, 1, 
19, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.1494, 1, 
21, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.1694, 1, 
23, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.1957, 1, 
25, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.2155, 1, 
27, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.2305, 1, 
29, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.2505, 1, 
31, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.2705, 1, 
33, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.2905, 1, 
35, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.3105, 1, 
37, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.3305, 1, 
39, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.3505, 1, 
41, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.3705, 1, 
43, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.3905, 1, 
45, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.4105, 1, 
47, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.4305, 1, 
49, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.4505, 1, 
51, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.4704, 1, 
53, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.4904, 1, 
55, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.5104, 1, 
57, 0, 0, 0, 1.7976931348623e+308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 1615318873.5304, 1, 
